name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake
Institute of Hotel Management Delhi,New Delhi,Delhi,Government,1962,,A+,120,1106,0.3,50553,136627,False,83.0,14.39,82.59,433,420.0,False,True,True,True,True,False,72.8,NCHM JEE,300
Modern Institute of Journalism Baramulla,Baramulla,Jammu & Kashmir,Private,1864,232,,152,831,8.2,224356,139664,False,74.4,7.05,29.14,666,1685.1,True,True,False,False,False,False,2.6,CLAT,6837
Rajasthan State Ayurveda College Bikaner,Bikaner,Rajasthan,Government,1873,47,A,123,1459,2.7,232034,32142,False,95.1,28.46,197.38,291,1418.9,True,True,True,False,True,False,8.8,NATA,3968
Laxmi College of Ayurveda and Research Hyderabad,Hyderabad,Telangana,Private,1995,,A,245,1204,3.0,153637,88424,True,43.4,4.17,10.95,568,2303.2,True,True,True,False,False,True,83.2,VITEEE,3554
Autonomous College of Technology Hyderabad,Hyderabad,Telangana,Autonomous,1924,16,A+,29,1001,1.8,282871,146727,False,88.7,14.3,60.56,643,2085.9,False,True,True,True,True,True,66.8,VITEEE,1834
Excel Institute of Pharmacy Imphal,Imphal,Manipur,Private,1961,,A+,7,269,7.1,771328,92186,True,88.5,11.59,72.07,689,2339.9,True,False,True,True,True,True,67.6,COMEDK,1900
Prime College of Dental Sciences Durg,Durg,Chhattisgarh,Private,1905,167,A,207,1265,4.6,353967,170553,True,52.7,4.48,27.82,89,645.7,True,True,True,True,True,True,77.8,UPSEE,5786
Jamshedpur Institute of Ayurveda (Deemed),Jamshedpur,Jharkhand,Deemed,1938,235,B+,215,1082,4.0,357900,61600,True,51.4,8.82,29.44,583,1959.0,True,True,True,False,False,True,23.1,UPSEE,4350
Government College of Arts Thiruvananthapuram,Thiruvananthapuram,Kerala,Government,1892,178,B,215,1204,1.9,45828,61657,True,73.8,12.73,86.9,331,202.6,False,False,False,False,False,True,44.2,CLAT,2302
Government College of Pharmacy Sambalpur,Sambalpur,Odisha,Government,1891,274,B,183,1133,6.1,16201,167994,True,56.9,2.25,9.57,452,411.7,False,False,True,False,True,True,39.4,TS EAMCET,6961
Sri Raman Institute of Agriculture Nagpur,Nagpur,Maharashtra,Private,1900,8,A+,92,773,1.8,,20244,False,97.2,20.61,142.94,329,2333.2,False,False,False,True,False,False,34.6,TNEA,1403
State Institute of Physical Education Vasco da Gama,Vasco da Gama,Goa,Government,2009,415,B+,224,628,11.4,8743,48628,True,49.4,5.81,38.71,557,1159.8,True,False,True,True,True,False,49.1,TS EAMCET,7152
Global Academy of Dental Sciences Roorkee,Roorkee,Uttarakhand,Private,2003,240,B++,241,875,2.8,659251,140510,False,79.9,4.61,16.41,411,1396.0,True,True,True,False,True,False,38.7,CLAT,2437
Chandigarh Institute of Journalism (Deemed),Chandigarh,Chandigarh,Deemed,1934,,B+,120,,,86024,139649,True,31.7,,,334,2403.1,True,True,True,True,True,True,30.6,TS EAMCET,3387
Modern Institute of Agriculture Kullu,Kullu,Himachal Pradesh,Private,1860,153,B,220,416,10.9,542129,59382,False,65.8,10.55,48.29,171,2426.8,True,True,False,True,False,False,39.5,GATE,4522
Sapru Institute of Hotel Management Silchar,Silchar,Assam,Private,1907,,,156,302,14.4,233515,45173,False,34.5,,,674,118.9,False,False,False,True,False,False,27.8,JEE Main,4342
Prime College of Medical Sciences Jammu,Jammu,Jammu & Kashmir,Private,1855,,B,127,447,11.9,187807,173846,True,49.7,4.32,10.64,293,1635.1,True,True,False,True,True,True,62.7,CAT,5326
Chanakya Institute of Journalism Panaji,Panaji,Goa,Private,1986,496,B,85,1321,0.4,318552,88951,True,52.6,5.23,13.65,467,1645.8,False,False,False,True,False,True,67.7,JEE Main,492
District Journalism College Mapusa,Mapusa,Goa,Government,2008,,B+,9,221,35.6,47162,104472,True,58.2,3.13,7.74,365,2408.6,True,True,True,True,True,True,33.2,JEE Advanced,7864
State Institute of Arts Amritsar,Amritsar,Punjab,Government,1987,334,B+,57,1266,3.2,22143,135438,True,34.7,3.05,18.15,212,2126.5,True,True,True,False,True,True,77.1,CLAT,3998
State Institute of Nursing Karaikal,Karaikal,Puducherry,Government,1932,248,B++,99,1027,6.7,47904,66335,True,44.3,4.04,20.52,512,383.2,True,True,True,True,True,True,82.4,JEE Main,6847
Rani Foundation Dental Sciences College Jaipur,Jaipur,Rajasthan,Private,2010,82,B+,130,86,23.4,261788,41213,True,71.2,4.32,26.25,652,1941.7,False,False,True,False,False,True,11.1,University Entrance,2012
Government Model College Muzaffarpur,Muzaffarpur,Bihar,Government,1941,216,A,136,1015,5.8,46084,38040,False,55.7,4.09,10.07,423,136.1,False,False,True,False,False,True,60.7,COMEDK,5933
Indian Institute of Technology Dharwad,Dharwad,Karnataka,Government,2016,,,169,211,1.1,40004,27069,True,61.7,4.37,23.23,448,341.0,False,False,False,True,True,False,39.8,JEE Advanced,230
Government Polytechnic Jorhat,Jorhat,Assam,Government,1869,43,B+,54,365,5.3,292714,66231,True,86.5,25.62,61.2,426,485.8,False,True,True,False,False,True,72.7,AP EAMCET,1918
Guru Gobind Singh Institute of Information Technology Jodhpur,Jodhpur,Rajasthan,private,2000,210,A++,157,1461,3.5,475747,123060,False,63.2,5.67,28.14,468,40.9,True,True,True,True,True,True,79.8,COMEDK,5076
Patel Deemed University Hisar,Hisar,Haryana,Deemed,1915,,A+,122,251,14.7,184628,174661,False,66.4,5.85,21.27,89,633.0,False,False,True,True,False,False,73.0,UPSEE,3689
Government Model College Raipur,Raipur,Chhattisgarh,Government,1943,40,B,204,1374,1.1,246807,50533,True,98.1,32.12,205.71,655,846.6,True,False,False,True,False,True,52.9,KCET,1517
Deemed Institute of Applied Sciences Surat,Surat,Gujarat,Deemed,1875,310,,217,386,14.4,138297,168943,False,44.2,4.72,11.32,600,1267.1,True,True,True,True,True,True,55.8,KCET,5577
Patel Institute of Technology Berhampur,Berhampur,Odisha,Private,2009,51,B,43,886,3.0,1320877,134848,True,96.2,25.07,104.74,596,1015.9,True,True,True,True,True,True,68.6,CUET,2665
Jammu College of Commerce,Jammu,Jammu & Kashmir,private,1873,216,A,115,400,5.9,364016,74818,True,64.8,11.76,39.95,527,1994.2,True,True,True,True,True,True,22.8,COMEDK,2360
Bokaro Autonomous College of Engineering,Bokaro,Jharkhand,Autonomous,1928,,A+,156,1202,5.2,160471,40393,False,47.4,7.14,35.62,418,2084.2,False,False,False,False,True,False,84.5,UPSEE,6232
Gandhi Institute of Arts Bhopal,Bhopal,Madhya Pradesh,Private,1957,283,B++,5,924,1.7,231388,110717,True,34.5,2.02,7.67,419,819.3,True,True,True,False,True,True,43.6,GATE,1553
Government College of Commerce Belgaum,Belgaum,Karnataka,Government,1930,,A+,190,1385,4.3,91216,110191,False,86.6,8.79,43.19,163,954.0,False,False,False,False,True,True,84.8,SRMJEEE,5923
Goa State Journalism College Vasco da Gama,Vasco da Gama,Goa,Government,1999,,B,221,1043,2.7,77704,162401,False,92.7,14.1,55.03,557,1225.8,False,True,True,True,False,True,23.8,COMEDK,2844
Nagaland State Pharmacy College Dimapur,Dimapur,Nagaland,Government,2013,224,B+,51,1388,1.7,,51130,True,50.9,4.9,15.13,124,1527.1,True,True,True,True,True,False,61.0,AP EAMCET,2368
District Education College Gangtok,Gangtok,Sikkim,Government,1961,449,B++,184,977,3.8,40316,171883,False,39.0,2.07,11.39,667,57.6,False,True,False,True,False,True,73.5,TS EAMCET,3746
BMS College of Engineering,Bangalore,Karnataka,Autonomous,1946,213,A+,124,961,1.7,157330,170706,True,47.2,8.83,46.02,539,862.6,True,True,True,True,False,True,74.7,KCET,1600
Sri Aryabhata Institute of Applied Sciences Nizamabad,Nizamabad,Telangana,Private,1915,,B,230,1495,2.1,110977,133177,False,51.6,2.5,10.75,564,2129.5,False,True,True,True,True,True,83.9,CLAT,3075
Indian Institute of Technology Hyderabad,Hyderabad,Telangana,Government,2008,62,A+,68,987,0.6,40112,69862,True,77.3,6.4,18.67,87,1108.9,True,True,True,True,True,False,73.4,JEE Advanced,600
Mahatma Gandhi Foundation Management College Chandigarh,Chandigarh,Chandigarh,Private,1905,425,B++,134,403,2.1,181092,177212,True,37.3,2.62,11.01,162,2036.3,False,True,False,True,False,False,38.4,WBJEE,854
Academy of Journalism Surat,Surat,Gujarat,Deemed,2011,459,B++,24,799,7.1,,56453,True,27.5,2.67,6.46,115,111.1,True,False,True,False,True,True,46.4,WBJEE,5677
Vijayawada Government Hotel Management College,Vijayawada,Andhra Pradesh,Government,1883,56,A,98,458,8.4,223450,137825,True,,15.09,39.07,652,1892.0,False,True,True,False,False,False,64.9,KCET,3835
Nagaon Medical Sciences Autonomous College,Nagaon,Assam,Autonomous,2016,,B++,240,206,13.1,122912,146614,True,35.4,4.55,31.69,117,1065.4,False,False,True,False,False,False,7.5,NATA,2696
Autonomous College of Physical Education Imphal,Imphal,Manipur,Autonomous,1948,,B++,238,76,23.9,404081,57568,True,,17.44,59.98,527,280.8,True,True,True,True,True,True,11.8,TNEA,1816
Government College of Management Dimapur,Dimapur,Nagaland,Government,1963,272,B,17,49,141.1,39267,46946,True,43.7,3.23,7.31,396,1918.3,True,True,False,False,False,False,79.0,JEE Advanced,6912
Vivekananda Foundation Fine Arts College Chandigarh,Chandigarh,Chandigarh,Private,1895,,B,48,693,7.5,1939863,172376,True,,16.0,43.21,570,1322.7,True,True,False,True,True,True,52.6,TNEA,5192
Bihar State Technology College Gaya,Gaya,Bihar,Government,1980,408,A,213,622,7.7,13890,35615,True,45.0,,,688,853.4,True,True,True,True,True,True,37.2,VITEEE,4817
Ranchi Hotel Management Autonomous College,Ranchi,Jharkhand,Autonomous,1901,,,11,359,18.9,94702,95775,True,70.3,4.95,14.82,450,801.8,True,True,False,True,True,False,72.4,TS EAMCET,6789
Lovely Professional University,Phagwara,Punjab,Private,2005,212,A+,199,1194,5.0,360295,39753,True,59.8,10.18,45.51,603,1123.4,False,True,True,True,True,True,78.6,LPUNEST,6000
Dayanand University Agartala,Agartala,Tripura,Private,1875,63,,26,611,0.7,295533,62204,True,77.0,6.97,20.77,200,619.3,True,False,False,False,True,True,3.5,CUET,418
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,Government,1951,,A++,92,1352,1.1,16504,50029,True,80.7,10.37,34.57,124,735.2,True,True,True,True,True,True,14.3,JEE Advanced,1500
Sri Raman Institute of Dental Sciences Srinagar,Srinagar,Jammu & Kashmir,Private,1928,471,B++,118,1372,4.0,108428,96115,True,45.5,3.59,22.61,451,449.5,True,True,False,True,True,True,72.2,CAT,5508
Chhattisgarh State Journalism College Bhilai,Bhilai,Chhattisgarh,Government,1979,65,B++,100,852,6.7,,150829,True,,6.98,17.76,419,1424.7,True,True,True,True,True,True,9.9,BITSAT,5683
Karaikal Autonomous College of Journalism,Karaikal,Puducherry,Autonomous,1883,,A,134,319,8.9,100475,122704,True,29.7,2.25,7.94,361,607.6,False,False,False,True,True,False,61.1,GATE,2853
Autonomous College of Education Korba,Korba,Chhattisgarh,Autonomous,1904,193,A,209,239,13.1,,103106,True,28.4,4.76,12.12,555,1665.0,True,False,False,False,True,False,65.2,CLAT,3130
Government College of Homeopathy Mandi,Mandi,Himachal Pradesh,Government,1885,,B,103,1372,3.8,6514,126466,False,60.6,4.28,23.15,327,1518.2,True,False,False,False,True,False,26.9,CAT,5189
Modern Institute of Information Technology Solan,Solan,Himachal Pradesh,Private,1868,240,B+,108,,,146225,88238,True,45.1,4.24,21.36,696,2330.2,True,False,True,True,True,True,10.0,CLAT,5629
IIT Bombay IDC School of Design,Mumbai,Maharashtra,Government,1969,,A++,235,1432,0.1,83539,87804,True,95.2,24.86,163.16,353,1636.8,False,False,False,True,False,True,19.7,CEED,100
Modern Institute of Engineering Rohtak,Rohtak,Haryana,Private,1964,141,B++,175,326,12.8,346284,44815,True,70.1,11.9,68.25,442,1516.8,True,True,True,False,True,True,40.8,Own Entrance,4187
Birla Vishvakarma Mahavidyalaya,Anand,Gujarat,Autonomous,1948,223,A+,16,942,0.8,240651,54250,True,59.5,5.93,38.18,74,655.5,False,True,False,False,True,True,27.4,ACPC,800
Shillong Autonomous College of Commerce,Shillong,Meghalaya,Autonomous,1856,,B++,64,1275,4.6,89702,116164,True,43.8,3.45,9.34,213,1932.2,True,True,True,True,True,True,31.9,COMEDK,5858
Shri Ram College of Agriculture and Research Ludhiana,Ludhiana,Punjab,Private,1942,379,B,225,870,2.5,226854,108446,True,53.8,2.53,11.76,289,2447.6,False,False,False,True,True,True,37.6,BITSAT,2157
Alappuzha College of Engineering,Alappuzha,Kerala,Private,1879,131,A,166,1109,5.0,673888,75893,True,69.4,10.86,57.81,675,221.4,True,False,False,True,False,True,14.6,CUET,5565
Nehru Foundation Education College Muzaffarpur,Muzaffarpur,Bihar,Private,1978,429,A,149,646,3.2,,128254,True,,3.38,15.86,491,1476.4,True,True,True,True,True,True,20.9,TS EAMCET,2078
Margao Autonomous College of Science,Margao,Goa,Autonomous,1940,89,A+,116,1169,0.3,310294,113839,True,74.1,11.53,38.29,399,2265.5,False,False,False,False,False,False,68.7,UPSEE,299
Haryana State Homeopathy College Hisar,Hisar,Haryana,Government,2018,393,B+,247,263,2.8,18084,40246,True,53.7,2.79,11.59,464,2241.9,False,False,False,True,True,True,14.8,WBJEE,732
Government College of Ayurveda Delhi,Delhi,Delhi,Government,1932,194,B++,201,833,0.4,28604,81253,True,65.1,5.03,11.53,590,300.9,True,True,False,True,True,True,19.9,WBJEE,374
Raman University Kohima,Kohima,Nagaland,Private,1928,,A,207,940,3.1,433104,131388,True,61.9,10.03,55.16,386,1947.7,False,False,False,True,False,True,24.4,JEE Advanced,2943
Global Academy of Management Panaji,Panaji,Goa,Private,1855,48,B++,128,1431,1.8,2140472,60596,True,96.4,29.71,132.33,416,902.4,False,False,False,True,True,False,68.6,AP EAMCET,2526
Sri Subhas Institute of Hotel Management Solapur,Solapur,Maharashtra,Private,1963,,B++,151,936,5.6,174826,128004,True,39.0,5.46,19.23,643,992.1,False,True,True,True,False,True,2.8,MHT CET,5199
Global Academy of Ayurveda Delhi,Delhi,Delhi,Private,1971,180,B+,70,1411,0.4,135816,88270,True,53.7,3.37,8.09,98,1489.5,False,False,False,False,False,True,26.8,GATE,552
Government College of Pharmacy Aizawl,Aizawl,Mizoram,Government,1883,178,B+,140,343,9.4,18347,75275,False,47.6,4.51,10.92,37,25.2,True,True,True,False,True,True,70.2,University Entrance,3215
Delhi Technological University,New Delhi,Delhi,Government,1941,,A++,238,1056,1.1,102867,113827,False,94.8,18.79,41.28,222,1721.1,False,True,False,False,False,False,41.4,JEE Main,1200
State Institute of Science Varanasi,Varanasi,Uttar Pradesh,Government,1911,44,B,176,578,11.7,285100,40704,True,86.5,14.58,92.5,31,1002.4,True,False,True,True,True,True,22.1,NATA,6783
Raman Institute of Arts Kakinada,Kakinada,Andhra Pradesh,Private,1861,,A,96,1478,3.7,496087,85100,True,60.7,4.75,17.12,679,2028.6,True,True,True,True,True,True,25.6,State Level,5474
Government Polytechnic Namchi,Namchi,Sikkim,Government,1948,75,A+,155,240,20.6,27177,168467,False,69.7,9.48,48.45,145,453.7,False,True,True,True,True,True,38.5,CLAT,4936
Vivekananda Deemed University Panaji,Panaji,Goa,Deemed,1998,,B++,6,774,8.9,124553,155194,True,25.1,2.52,6.25,335,2045.7,True,True,True,True,True,True,56.0,TS EAMCET,6860
Dimapur Government Management College,Dimapur,Nagaland,Govt,1891,13,,249,1123,1.7,75880,134465,True,91.5,19.97,68.91,230,420.3,True,True,True,True,True,True,33.4,NEET UG,1864
Jai Prakash College of Physical Education and Research Naharlagun,Naharlagun,Arunachal Pradesh,Private,1967,259,A,131,210,1.8,243259,100908,False,,5.22,23.87,691,2451.4,True,True,False,False,False,False,63.7,WBJEE,383
Indian Institute of Technology Bombay,Mumbai,Maharashtra,Government,1958,,A++,178,,,98810,49184,False,65.6,7.75,24.15,568,219.2,True,False,False,False,True,True,36.4,JEE Advanced,1000
Excel Institute of Applied Sciences Puri,Puri,Odisha,Private,1918,306,B,156,1062,3.6,287426,60709,True,47.6,2.85,6.99,280,1425.6,True,True,False,True,True,True,62.0,CAT,3827
Laxmi Deemed University Tura,Tura,Meghalaya,Deemed,1852,,A+,146,589,6.4,527791,157644,True,57.2,9.04,31.48,131,429.4,False,False,True,True,False,False,4.8,SRMJEEE,3790
Amity University,Noida,Uttar Pradesh,Private,2005,,A+,217,982,4.1,624707,25467,True,81.1,5.37,36.18,380,222.1,True,True,True,True,True,True,71.9,Amity JEE,4000
Bokaro Institute of Applied Sciences (Deemed),Bokaro,Jharkhand,deemed,1976,462,B+,179,230,29.5,186552,82814,True,38.3,5.14,18.69,572,1187.0,False,True,True,True,True,True,70.3,Own Entrance,6780
Kamla Nehru University Hubli,Hubli,Karnataka,Private,1989,,B+,83,608,10.2,720320,35597,True,62.9,7.57,40.32,323,2360.1,True,True,True,True,True,True,33.7,WBJEE,6199
Excel Institute of Education Ghaziabad,Ghaziabad,Uttar Pradesh,Private,1929,292,B++,122,74,96.7,265880,45600,True,26.2,2.69,15.78,423,,True,True,False,False,False,True,1.3,TS EAMCET,7157
Guntur Autonomous College of Information Technology,Guntur,Andhra Pradesh,Autonomous,1882,,B++,113,248,26.9,49591,26950,True,21.4,2.84,11.33,294,2330.9,True,True,True,True,True,True,78.8,BITSAT,6677
Prime College of Applied Sciences Sambalpur,Sambalpur,Odisha,Private,1993,343,A,10,213,26.1,202688,104692,False,41.9,2.77,15.51,91,2125.7,True,True,True,True,True,True,12.9,JEE Advanced,5558
Deemed Institute of Homeopathy Aizawl,Aizawl,Mizoram,Deemed,1960,,A+,150,,,599020,173820,True,77.7,5.74,29.76,511,549.3,False,True,False,True,False,True,3.4,WBJEE,2517
Global Academy of Ayurveda Chandigarh,Chandigarh,Chandigarh,Private,1887,49,B+,248,1348,4.6,1339191,21161,False,95.0,25.64,82.88,475,1219.8,True,False,True,False,True,True,81.2,JEE Advanced,6218
Autonomous College of Science Jammu,Jammu,Jammu & Kashmir,Autonomous,1901,5,A++,37,1099,5.0,466887,30218,False,86.7,14.31,56.13,66,753.8,True,True,True,True,True,True,74.5,NEET UG,5501
Laxmi University Jaipur,Jaipur,Rajasthan,Private,1992,142,B+,127,733,4.5,743039,175279,True,70.7,5.6,33.38,104,1120.6,True,False,False,True,False,True,37.4,MHT CET,3282
Chanakya College of Agriculture and Research Bilaspur,Bilaspur,Chhattisgarh,private,1991,,A,82,112,51.8,313932,74733,True,33.4,5.08,15.95,257,2210.0,True,True,True,True,True,True,74.8,NEET UG,5802
Excel Institute of Arts Bellary,Bellary,Karnataka,Private,1880,475,B++,220,308,5.1,107830,153930,True,51.0,2.78,12.82,394,870.2,True,True,True,True,False,True,11.2,Own Entrance,1576
Bhagalpur College of Medical Sciences,Bhagalpur,Bihar,Private,1886,299,B,107,73,39.5,,148539,False,35.2,5.24,12.69,662,1523.9,True,False,False,False,False,True,55.8,BITSAT,2886
Deemed Institute of Fine Arts Amravati,Amravati,Maharashtra,Deemed,1943,68,A,112,171,10.5,,115037,True,89.8,12.07,81.14,316,538.0,False,False,False,False,True,False,21.5,University Entrance,1798
Academy of Management Udaipur,Udaipur,Rajasthan,Deemed,1892,70,A+,60,287,10.8,353497,53330,True,79.9,10.73,61.13,592,1445.0,False,True,True,True,True,True,58.3,UPSEE,3113
National Institute of Technology Agartala,Agartala,Tripura,Government,1965,297,A,122,560,0.8,20783,150460,False,61.9,2.57,11.07,271,,True,True,True,True,True,True,76.5,JEE Main,450
Sardar Vallabhbhai National Institute of Technology Surat,Surat,Gujarat,Government,1961,246,A+,216,784,1.1,81628,167412,True,69.8,11.71,79.06,65,2041.8,True,True,False,True,False,True,71.9,JEE Main,900
State Institute of Engineering Guwahati,Guwahati,Assam,Government,1964,413,B++,154,1098,2.5,35165,110944,True,51.8,3.14,7.08,136,2209.1,False,False,False,False,False,False,64.7,AP EAMCET,2796
National Institute of Technology Trichy,Tiruchirappalli,Tamil Nadu,Government,1964,181,A++,14,801,1.4,94251,56232,False,82.2,11.3,23.64,679,136.3,True,False,False,False,True,False,84.2,JEE Main,1100
Swami Foundation Agriculture College Jalandhar,Jalandhar,Punjab,Private,1934,201,A,170,957,4.9,,165793,True,79.1,11.72,69.9,539,242.8,False,False,True,False,True,True,36.8,State Level,4707
Deemed Institute of Technology Hyderabad,Hyderabad,Telangana,Deemed,1882,226,A,177,964,7.0,555397,162380,False,55.7,,,600,953.8,True,True,True,True,True,True,80.5,AP EAMCET,6753
