name,city,state,type,established_year,nirf_ranking,naac_grade,courses_offered,faculty_count,student_faculty_ratio,avg_annual_fee,hostel_fee,scholarship_available,placement_rate,avg_package_lpa,highest_package_lpa,companies_visiting,campus_area_acres,has_library,has_hostel,has_sports,has_wifi,has_lab,has_hospital,acceptance_rate,entrance_exams_accepted,total_intake,institution_age,fee_category,region,infrastructure_score,naac_numeric
Ranchi Hotel Management Autonomous College,Ranchi,Jharkhand,Autonomous,1901,,B++,11,359.0,18.9,94702.0,95775,True,70.3,4.95,14.82,450,801.8,True,True,False,True,True,False,72.4,TS EAMCET,6789,125,Low (<1L),East,4,3
Lovely Professional University,Phagwara,Punjab,Private,2005,212.0,A+,199,1194.0,5.0,360295.0,39753,True,59.8,10.18,45.51,603,1123.4,False,True,True,True,True,True,78.6,LPUNEST,6000,21,Medium (1-5L),North,5,5
Dayanand University Agartala,Agartala,Tripura,Private,1875,63.0,A,26,611.0,0.7,295533.0,62204,True,77.0,6.97,20.77,200,619.3,True,False,False,False,True,True,3.5,CUET,418,151,Medium (1-5L),Northeast,3,4
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,Government,1951,,A++,92,1352.0,1.1,16504.0,50029,True,80.7,10.37,34.57,124,735.2,True,True,True,True,True,True,14.3,JEE Advanced,1500,75,Low (<1L),East,6,6
Sri Raman Institute of Dental Sciences Srinagar,Srinagar,Jammu & Kashmir,Private,1928,471.0,B++,118,1372.0,4.0,108428.0,96115,True,45.5,3.59,22.61,451,449.5,True,True,False,True,True,True,72.2,CAT,5508,98,Medium (1-5L),North,5,3
Chhattisgarh State Journalism College Bhilai,Bhilai,Chhattisgarh,Government,1979,65.0,B++,100,852.0,6.7,46446.0,150829,True,71.9,6.98,17.76,419,1424.7,True,True,True,True,True,True,9.9,BITSAT,5683,47,Low (<1L),Central,6,3
Karaikal Autonomous College of Journalism,Karaikal,Puducherry,Autonomous,1883,,A,134,319.0,8.9,100475.0,122704,True,29.7,2.25,7.94,361,607.6,False,False,False,True,True,False,61.1,GATE,2853,143,Medium (1-5L),South,2,4
Autonomous College of Education Korba,Korba,Chhattisgarh,Autonomous,1904,193.0,A,209,239.0,13.1,123346.0,103106,True,28.4,4.76,12.12,555,1665.0,True,False,False,False,True,False,65.2,CLAT,3130,122,Medium (1-5L),Central,2,4
Government College of Homeopathy Mandi,Mandi,Himachal Pradesh,Government,1885,,B,103,1372.0,3.8,6514.0,126466,False,60.6,4.28,23.15,327,1518.2,True,False,False,False,True,False,26.9,CAT,5189,141,Low (<1L),North,2,1
Modern Institute of Information Technology Solan,Solan,Himachal Pradesh,Private,1868,240.0,B+,108,779.0,4.8,146225.0,88238,True,45.1,4.24,21.36,696,2330.2,True,False,True,True,True,True,10.0,CLAT,5629,158,Medium (1-5L),North,5,2
IIT Bombay IDC School of Design,Mumbai,Maharashtra,Government,1969,,A++,235,1432.0,0.1,83539.0,87804,True,95.2,24.86,163.16,353,1636.8,False,False,False,True,False,True,19.7,CEED,100,57,Low (<1L),West,2,6
Modern Institute of Engineering Rohtak,Rohtak,Haryana,Private,1964,141.0,B++,175,326.0,12.8,346284.0,44815,True,70.1,11.9,68.25,442,1516.8,True,True,True,False,True,True,40.8,Own Entrance,4187,62,Medium (1-5L),North,5,3
Birla Vishvakarma Mahavidyalaya,Anand,Gujarat,Autonomous,1948,223.0,A+,16,942.0,0.8,240651.0,54250,True,59.5,5.93,38.18,74,655.5,False,True,False,False,True,True,27.4,ACPC,800,78,Medium (1-5L),West,3,5
Shillong Autonomous College of Commerce,Shillong,Meghalaya,Autonomous,1856,,B++,64,1275.0,4.6,89702.0,116164,True,43.8,3.45,9.34,213,1932.2,True,True,True,True,True,True,31.9,COMEDK,5858,170,Low (<1L),Northeast,6,3
Shri Ram College of Agriculture and Research Ludhiana,Ludhiana,Punjab,Private,1942,379.0,B,225,870.0,2.5,226854.0,108446,True,53.8,2.53,11.76,289,2447.6,False,False,False,True,True,True,37.6,BITSAT,2157,84,Medium (1-5L),North,3,1
Alappuzha College of Engineering,Alappuzha,Kerala,Private,1879,131.0,A,166,1109.0,5.0,673888.0,75893,True,69.4,10.86,57.81,675,221.4,True,False,False,True,False,True,14.6,CUET,5565,147,High (>5L),South,3,4
Nehru Foundation Education College Muzaffarpur,Muzaffarpur,Bihar,Private,1978,429.0,A,149,646.0,3.2,378116.0,128254,True,60.7,3.38,15.86,491,1476.4,True,True,True,True,True,True,20.9,TS EAMCET,2078,48,Medium (1-5L),East,6,4
Margao Autonomous College of Science,Margao,Goa,Autonomous,1940,89.0,A+,116,1169.0,0.3,310294.0,113839,True,74.1,11.53,38.29,399,2265.5,False,False,False,False,False,False,68.7,UPSEE,299,86,Medium (1-5L),West,0,5
Haryana State Homeopathy College Hisar,Hisar,Haryana,Government,2018,393.0,B+,247,263.0,2.8,18084.0,40246,True,53.7,2.79,11.59,464,2241.9,False,False,False,True,True,True,14.8,WBJEE,732,8,Low (<1L),North,3,2
Government College of Ayurveda Delhi,Delhi,Delhi,Government,1932,194.0,B++,201,833.0,0.4,28604.0,81253,True,65.1,5.03,11.53,590,300.9,True,True,False,True,True,True,19.9,WBJEE,374,94,Low (<1L),North,5,3
Raman University Kohima,Kohima,Nagaland,Private,1928,,A,207,940.0,3.1,433104.0,131388,True,61.9,10.03,55.16,386,1947.7,False,False,False,True,False,True,24.4,JEE Advanced,2943,98,Medium (1-5L),Northeast,2,4
Global Academy of Management Panaji,Panaji,Goa,Private,1855,48.0,B++,128,1431.0,1.8,2140472.0,60596,True,96.4,29.71,132.33,416,902.4,False,False,False,True,True,False,68.6,AP EAMCET,2526,171,High (>5L),West,2,3
Sri Subhas Institute of Hotel Management Solapur,Solapur,Maharashtra,Private,1963,,B++,151,936.0,5.6,174826.0,128004,True,39.0,5.46,19.23,643,992.1,False,True,True,True,False,True,2.8,MHT CET,5199,63,Medium (1-5L),West,4,3
Global Academy of Ayurveda Delhi,Delhi,Delhi,Private,1971,180.0,B+,70,1411.0,0.4,135816.0,88270,True,53.7,3.37,8.09,98,1489.5,False,False,False,False,False,True,26.8,GATE,552,55,Medium (1-5L),North,1,2
Government College of Pharmacy Aizawl,Aizawl,Mizoram,Government,1883,178.0,B+,140,343.0,9.4,18347.0,75275,False,47.6,4.51,10.92,37,25.2,True,True,True,False,True,True,70.2,University Entrance,3215,143,Low (<1L),Northeast,5,2
Delhi Technological University,New Delhi,Delhi,Government,1941,,A++,238,1056.0,1.1,102867.0,113827,False,94.8,18.79,41.28,222,1721.1,False,True,False,False,False,False,41.4,JEE Main,1200,85,Medium (1-5L),North,1,6
State Institute of Science Varanasi,Varanasi,Uttar Pradesh,Government,1911,44.0,B,176,578.0,11.7,285100.0,40704,True,86.5,14.58,92.5,31,1002.4,True,False,True,True,True,True,22.1,NATA,6783,115,Medium (1-5L),North,5,1
Raman Institute of Arts Kakinada,Kakinada,Andhra Pradesh,Private,1861,,A,96,1478.0,3.7,496087.0,85100,True,60.7,4.75,17.12,679,2028.6,True,True,True,True,True,True,25.6,State Level,5474,165,Medium (1-5L),South,6,4
Government Polytechnic Namchi,Namchi,Sikkim,Government,1948,75.0,A+,155,240.0,20.6,27177.0,168467,False,69.7,9.48,48.45,145,453.7,False,True,True,True,True,True,38.5,CLAT,4936,78,Low (<1L),Northeast,5,5
Vivekananda Deemed University Panaji,Panaji,Goa,Deemed,1998,,B++,6,774.0,8.9,124553.0,155194,True,25.1,2.52,6.25,335,2045.7,True,True,True,True,True,True,56.0,TS EAMCET,6860,28,Medium (1-5L),West,6,3
Dimapur Government Management College,Dimapur,Nagaland,Government,1891,13.0,A,249,1123.0,1.7,75880.0,134465,True,91.5,19.97,68.91,230,420.3,True,True,True,True,True,True,33.4,NEET UG,1864,135,Low (<1L),Northeast,6,4
Jai Prakash College of Physical Education and Research Naharlagun,Naharlagun,Arunachal Pradesh,Private,1967,259.0,A,131,210.0,1.8,243259.0,100908,False,60.7,5.22,23.87,691,2451.4,True,True,False,False,False,False,63.7,WBJEE,383,59,Medium (1-5L),Northeast,2,4
Indian Institute of Technology Bombay,Mumbai,Maharashtra,Government,1958,,A++,178,791.5,4.1,98810.0,49184,False,65.6,7.75,24.15,568,219.2,True,False,False,False,True,True,36.4,JEE Advanced,1000,68,Low (<1L),West,3,6
Excel Institute of Applied Sciences Puri,Puri,Odisha,Private,1918,306.0,B,156,1062.0,3.6,287426.0,60709,True,47.6,2.85,6.99,280,1425.6,True,True,False,True,True,True,62.0,CAT,3827,108,Medium (1-5L),East,5,1
Laxmi Deemed University Tura,Tura,Meghalaya,Deemed,1852,,A+,146,589.0,6.4,527791.0,157644,True,57.2,9.04,31.48,131,429.4,False,False,True,True,False,False,4.8,SRMJEEE,3790,174,High (>5L),Northeast,2,5
Amity University,Noida,Uttar Pradesh,Private,2005,,A+,217,982.0,4.1,624707.0,25467,True,81.1,5.37,36.18,380,222.1,True,True,True,True,True,True,71.9,Amity JEE,4000,21,High (>5L),North,6,5
Bokaro Institute of Applied Sciences (Deemed),Bokaro,Jharkhand,Deemed,1976,462.0,B+,179,230.0,29.5,186552.0,82814,True,38.3,5.14,18.69,572,1187.0,False,True,True,True,True,True,70.3,Own Entrance,6780,50,Medium (1-5L),East,5,2
Kamla Nehru University Hubli,Hubli,Karnataka,Private,1989,,B+,83,608.0,10.2,720320.0,35597,True,62.9,7.57,40.32,323,2360.1,True,True,True,True,True,True,33.7,WBJEE,6199,37,High (>5L),South,6,2
Excel Institute of Education Ghaziabad,Ghaziabad,Uttar Pradesh,Private,1929,292.0,B++,122,74.0,96.7,265880.0,45600,True,26.2,2.69,15.78,423,,True,True,False,False,False,True,1.3,TS EAMCET,7157,97,Medium (1-5L),North,3,3
Guntur Autonomous College of Information Technology,Guntur,Andhra Pradesh,Autonomous,1882,,B++,113,248.0,26.9,49591.0,26950,True,21.4,2.84,11.33,294,2330.9,True,True,True,True,True,True,78.8,BITSAT,6677,144,Low (<1L),South,6,3
Prime College of Applied Sciences Sambalpur,Sambalpur,Odisha,Private,1993,343.0,A,10,213.0,26.1,202688.0,104692,False,41.9,2.77,15.51,91,2125.7,True,True,True,True,True,True,12.9,JEE Advanced,5558,33,Medium (1-5L),East,6,4
Deemed Institute of Homeopathy Aizawl,Aizawl,Mizoram,Deemed,1960,,A+,150,773.5,5.2,599020.0,173820,True,77.7,5.74,29.76,511,549.3,False,True,False,True,False,True,3.4,WBJEE,2517,66,High (>5L),Northeast,3,5
Global Academy of Ayurveda Chandigarh,Chandigarh,Chandigarh,Private,1887,49.0,B+,248,1348.0,4.6,1339191.0,21161,False,95.0,25.64,82.88,475,1219.8,True,False,True,False,True,True,81.2,JEE Advanced,6218,139,High (>5L),North,4,2
Autonomous College of Science Jammu,Jammu,Jammu & Kashmir,Autonomous,1901,5.0,A++,37,1099.0,5.0,466887.0,30218,False,86.7,14.31,56.13,66,753.8,True,True,True,True,True,True,74.5,NEET UG,5501,125,Medium (1-5L),North,6,6
Laxmi University Jaipur,Jaipur,Rajasthan,Private,1992,142.0,B+,127,733.0,4.5,743039.0,175279,True,70.7,5.6,33.38,104,1120.6,True,False,False,True,False,True,37.4,MHT CET,3282,34,High (>5L),North,3,2
Chanakya College of Agriculture and Research Bilaspur,Bilaspur,Chhattisgarh,Private,1991,,A,82,112.0,51.8,313932.0,74733,True,33.4,5.08,15.95,257,2210.0,True,True,True,True,True,True,74.8,NEET UG,5802,35,Medium (1-5L),Central,6,4
Excel Institute of Arts Bellary,Bellary,Karnataka,Private,1880,475.0,B++,220,308.0,5.1,107830.0,153930,True,51.0,2.78,12.82,394,870.2,True,True,True,True,False,True,11.2,Own Entrance,1576,146,Medium (1-5L),South,5,3
Bhagalpur College of Medical Sciences,Bhagalpur,Bihar,Private,1886,299.0,B,107,73.0,39.5,378116.0,148539,False,35.2,5.24,12.69,662,1523.9,True,False,False,False,False,True,55.8,BITSAT,2886,140,Medium (1-5L),East,2,1
Deemed Institute of Fine Arts Amravati,Amravati,Maharashtra,Deemed,1943,68.0,A,112,171.0,10.5,309813.0,115037,True,89.8,12.07,81.14,316,538.0,False,False,False,False,True,False,21.5,University Entrance,1798,83,Medium (1-5L),West,1,4
Academy of Management Udaipur,Udaipur,Rajasthan,Deemed,1892,70.0,A+,60,287.0,10.8,353497.0,53330,True,79.9,10.73,61.13,592,1445.0,False,True,True,True,True,True,58.3,UPSEE,3113,134,Medium (1-5L),North,5,5
National Institute of Technology Agartala,Agartala,Tripura,Government,1965,297.0,A,122,560.0,0.8,20783.0,150460,False,61.9,2.57,11.07,271,,True,True,True,True,True,True,76.5,JEE Main,450,61,Low (<1L),Northeast,6,4
Sardar Vallabhbhai National Institute of Technology Surat,Surat,Gujarat,Government,1961,246.0,A+,216,784.0,1.1,81628.0,167412,True,69.8,11.71,79.06,65,2041.8,True,True,False,True,False,True,71.9,JEE Main,900,65,Low (<1L),West,4,5
State Institute of Engineering Guwahati,Guwahati,Assam,Government,1964,413.0,B++,154,1098.0,2.5,35165.0,110944,True,51.8,3.14,7.08,136,2209.1,False,False,False,False,False,False,64.7,AP EAMCET,2796,62,Low (<1L),Northeast,0,3
National Institute of Technology Trichy,Tiruchirappalli,Tamil Nadu,Government,1964,181.0,A++,14,801.0,1.4,94251.0,56232,False,82.2,11.3,23.64,679,136.3,True,False,False,False,True,False,84.2,JEE Main,1100,62,Low (<1L),South,2,6
Swami Foundation Agriculture College Jalandhar,Jalandhar,Punjab,Private,1934,201.0,A,170,957.0,4.9,378116.0,165793,True,79.1,11.72,69.9,539,242.8,False,False,True,False,True,True,36.8,State Level,4707,92,Medium (1-5L),North,3,4
Deemed Institute of Technology Hyderabad,Hyderabad,Telangana,Deemed,1882,226.0,A,177,964.0,7.0,555397.0,162380,False,55.7,5.82,25.11,600,953.8,True,True,True,True,True,True,80.5,AP EAMCET,6753,144,High (>5L),South,6,4
Government College of Hotel Management Itanagar,Itanagar,Arunachal Pradesh,Government,1928,383.0,B++,183,566.0,7.1,36597.0,68283,True,71.9,2.09,5.53,112,1951.8,False,False,False,True,True,False,82.2,State Level,4042,98,Low (<1L),Northeast,2,3
Puri Veterinary Science Autonomous College,Puri,Odisha,Autonomous,1991,,B+,36,659.0,8.9,123186.0,38384,True,39.2,4.69,10.42,331,,False,False,False,False,False,False,19.6,TS EAMCET,5877,35,Medium (1-5L),East,0,2
Prime College of Pharmacy Deoghar,Deoghar,Jharkhand,Private,1914,194.0,B+,156,75.0,83.0,257700.0,167665,False,49.2,4.78,27.6,390,701.5,False,True,False,False,True,False,31.7,KCET,6223,112,Medium (1-5L),East,2,2
Nehru Autonomous Institute Agartala,Agartala,Tripura,Autonomous,1903,,B++,57,179.0,34.4,104078.0,126523,False,33.0,2.37,4.98,477,2343.6,False,True,False,False,False,True,6.6,UPSEE,6164,123,Medium (1-5L),Northeast,2,3
New Delhi Government Science College,New Delhi,Delhi,Government,1878,66.0,A+,19,62.0,107.0,129095.0,172888,True,86.5,20.27,125.18,508,321.5,True,True,True,True,True,True,6.2,AP EAMCET,6636,148,Medium (1-5L),North,6,5
Gandhi Deemed University Mapusa,Mapusa,Goa,Deemed,2011,194.0,B+,84,1148.0,1.1,215151.0,147394,False,57.2,5.46,14.32,250,2487.3,True,True,False,False,True,True,46.1,State Level,1299,15,Medium (1-5L),West,4,2
Prime College of Dental Sciences Dindigul,Dindigul,Tamil Nadu,Private,1933,94.0,B,40,1482.0,0.1,1938893.0,96634,True,85.0,17.28,38.57,625,1000.5,True,True,True,True,True,True,80.4,TNEA,151,93,High (>5L),South,6,1
Prime College of Architecture Tezpur,Tezpur,Assam,Private,2012,99.0,B+,93,156.0,23.9,393161.0,127991,True,64.4,10.45,46.45,430,350.5,True,True,False,False,False,True,59.8,Own Entrance,3723,14,Medium (1-5L),Northeast,3,2
Imphal Fashion Design Autonomous College,Imphal,Manipur,Autonomous,1853,,B++,152,172.0,32.7,125074.0,150937,True,39.9,3.25,19.96,111,2027.6,True,True,True,True,False,True,17.6,Own Entrance,5624,173,Medium (1-5L),Other,5,3
Excel Institute of Veterinary Science Gandhinagar,Gandhinagar,Gujarat,Private,1942,376.0,B,59,515.0,9.6,119869.0,41692,False,25.3,5.01,30.31,278,2330.8,True,True,False,True,False,True,71.1,NEET UG,4967,84,Medium (1-5L),West,4,1
Shillong Autonomous College of Computer Science,Shillong,Meghalaya,Autonomous,1866,127.0,B++,23,624.0,10.7,125669.0,75677,True,55.8,5.86,34.76,363,720.8,False,True,False,True,True,False,57.4,TNEA,6692,160,Medium (1-5L),Northeast,3,3
Government College of Nursing Vasco da Gama,Vasco da Gama,Goa,Government,1933,223.0,A+,88,916.0,7.7,92199.0,65916,True,79.3,10.63,61.7,175,524.1,True,False,True,True,True,True,53.4,CLAT,7040,93,Low (<1L),West,5,5
Vidyasagar Foundation Law College Naharlagun,Naharlagun,Arunachal Pradesh,Private,1906,2.0,A,207,189.0,24.0,737065.0,72909,True,84.2,22.71,117.96,636,196.8,False,True,False,True,False,False,31.7,Own Entrance,4542,120,High (>5L),Northeast,2,4
Modern Institute of Physical Education Naharlagun,Naharlagun,Arunachal Pradesh,Private,1873,,B++,57,570.0,10.5,385468.0,165026,False,75.5,6.4,40.45,20,2376.8,False,True,True,False,True,True,50.7,Own Entrance,6008,153,Medium (1-5L),Northeast,4,3
Rewa College of Information Technology,Rewa,Madhya Pradesh,Private,1941,,A+,171,1216.0,2.3,1772357.0,79532,True,97.5,21.18,60.03,93,1341.9,True,True,True,True,True,True,54.6,GATE,2806,85,High (>5L),Central,6,5
Bhubaneswar College of Veterinary Science,Bhubaneswar,Odisha,Private,1889,63.0,A,68,442.0,16.9,509531.0,43770,True,81.7,6.37,25.53,95,832.2,True,False,False,False,True,False,54.9,VITEEE,7470,137,High (>5L),East,2,4
Vidyasagar Foundation Homeopathy College Solapur,Solapur,Maharashtra,Private,1959,121.0,A++,63,1119.0,6.2,378116.0,138716,False,75.2,4.43,21.21,24,687.2,True,True,True,True,True,True,59.4,UPSEE,6905,67,Medium (1-5L),West,6,6
Government College of Management Karnal,Karnal,Haryana,Government,1867,175.0,B,33,813.0,9.1,14760.0,171724,True,37.1,5.74,34.53,370,2169.4,True,True,False,False,True,True,41.2,State Level,7358,159,Low (<1L),North,4,1
Subhas Institute of Fine Arts Haridwar,Haridwar,Uttarakhand,Private,2017,164.0,B++,247,108.0,68.4,358422.0,74414,True,29.2,2.01,9.88,129,930.3,True,False,True,True,True,False,29.1,MHT CET,7390,9,Medium (1-5L),North,4,3
Government Pharmacy College Gandhinagar,Gandhinagar,Gujarat,Government,1963,241.0,B++,169,1132.0,0.9,37975.0,49011,True,42.3,4.37,21.4,262,1353.5,True,True,True,True,True,True,26.1,TS EAMCET,1016,63,Low (<1L),West,6,3
Government College of Education Darbhanga,Darbhanga,Bihar,Government,1896,277.0,A,127,1046.0,1.7,30465.0,105815,True,46.0,3.56,20.54,584,1492.7,True,True,False,False,False,True,67.8,TNEA,1750,130,Low (<1L),East,3,4
Narayana Foundation Engineering College Kota,Kota,Rajasthan,Private,1903,129.0,A,114,725.0,5.7,378116.0,30330,True,65.6,7.4,19.61,530,1409.3,True,False,False,True,True,True,84.6,Own Entrance,4126,123,Medium (1-5L),North,4,4
Government Veterinary Science College Varanasi,Varanasi,Uttar Pradesh,Government,1941,152.0,A+,5,403.0,8.1,32493.0,39545,True,71.0,12.63,30.65,184,415.3,True,False,False,False,False,True,54.2,CUET,3264,85,Low (<1L),North,2,5
Vivekananda College of Science and Research Kohima,Kohima,Nagaland,Private,1914,360.0,B++,191,1465.0,3.0,226463.0,31579,True,40.7,2.97,8.42,16,2315.7,True,True,False,True,True,True,42.1,Own Entrance,4458,112,Medium (1-5L),Northeast,5,3
Government Science College Aizawl,Aizawl,Mizoram,Government,1870,179.0,A,202,566.0,3.4,88222.0,59274,True,82.1,8.63,41.74,148,2280.4,True,True,True,False,True,True,78.0,TS EAMCET,1939,156,Low (<1L),Northeast,5,4
Ramanujan College of Information Technology and Research Karaikal,Karaikal,Puducherry,Private,2007,,A,238,605.0,3.2,776665.0,43780,True,57.5,6.61,40.33,520,1052.7,False,True,True,True,False,True,65.6,TNEA,1966,19,High (>5L),South,4,4
Jamshedpur College of Fashion Design,Jamshedpur,Jharkhand,Private,2022,475.0,A,94,767.0,1.5,120953.0,104634,True,36.3,3.76,14.35,564,1251.4,True,False,True,True,True,True,83.7,AP EAMCET,1160,4,Medium (1-5L),East,5,4
Government Polytechnic Roorkee,Roorkee,Uttarakhand,Government,2020,281.0,B++,166,281.0,22.9,25341.0,98961,True,64.0,2.32,7.68,386,1159.7,True,True,False,False,False,False,53.1,AP EAMCET,6435,6,Low (<1L),North,2,3
Tagore Institute of Computer Science Darbhanga,Darbhanga,Bihar,Private,1898,13.0,A++,179,587.0,11.0,378116.0,158997,False,82.4,12.56,80.62,616,304.7,False,False,False,False,False,False,4.3,CLAT,6449,128,Medium (1-5L),East,0,6
Sardar Autonomous Institute Belgaum,Belgaum,Karnataka,Autonomous,2016,,A,179,913.0,0.8,110503.0,177832,False,31.0,4.8,21.8,602,1483.7,True,False,False,True,False,False,57.7,NATA,707,10,Medium (1-5L),South,2,4
Autonomous College of Pharmacy Agartala,Agartala,Tripura,Autonomous,1935,,B++,38,1002.0,4.7,106574.0,22585,True,65.6,3.96,26.31,550,1563.3,True,False,False,True,False,True,59.4,JEE Main,4690,91,Medium (1-5L),Northeast,3,3
Aurobindo Autonomous Institute Hyderabad,Hyderabad,Telangana,Autonomous,1994,194.0,B,233,384.0,0.2,144789.0,135431,True,34.3,4.56,16.32,317,1715.9,False,False,True,False,False,True,83.7,VITEEE,82,32,Medium (1-5L),South,2,1
Deemed Institute of Journalism Bokaro,Bokaro,Jharkhand,Deemed,2017,182.0,A,240,949.0,7.8,215242.0,108920,True,49.1,2.15,4.89,14,2222.1,True,True,True,False,True,True,79.4,TNEA,7397,9,Medium (1-5L),East,5,4
State Institute of Ayurveda Ahmedabad,Ahmedabad,Gujarat,Government,1977,79.0,A,48,279.0,24.6,76276.0,21617,True,97.9,29.26,77.89,415,1399.9,False,True,False,False,False,False,19.3,JEE Advanced,6854,49,Low (<1L),West,1,4
Dibrugarh Government Technology College,Dibrugarh,Assam,Government,1946,244.0,A++,230,749.0,2.7,87738.0,28969,False,85.4,12.45,44.18,66,426.9,True,False,True,True,True,False,27.6,SRMJEEE,2059,80,Low (<1L),Northeast,4,6
Nehru College of Engineering and Research Belgaum,Belgaum,Karnataka,Private,1868,138.0,B,31,1035.0,6.9,659940.0,83441,False,65.1,11.05,44.15,364,817.1,True,False,True,False,False,True,23.9,TNEA,7190,158,High (>5L),South,3,1
Amrita College of Fine Arts and Research Anand,Anand,Gujarat,Private,1987,182.0,B+,73,323.0,19.8,356739.0,79675,True,59.5,5.15,18.15,83,2246.7,False,True,False,True,False,False,75.0,GATE,6397,39,Medium (1-5L),West,2,2
Excel Institute of Pharmacy Delhi,Delhi,Delhi,Private,2019,484.0,B++,36,1416.0,1.4,188302.0,175766,True,29.1,2.54,8.14,92,1640.5,True,False,False,False,False,False,81.5,COMEDK,2015,7,Medium (1-5L),North,1,3
Deemed Institute of Education Tirupati,Tirupati,Andhra Pradesh,Deemed,1857,78.0,A,115,1244.0,0.8,193809.0,63782,False,60.2,7.53,35.38,624,2461.7,True,True,True,True,False,True,5.2,VITEEE,1033,169,Medium (1-5L),South,5,4
